17.1354,0.0891,0.4977,2.3124,0.0053,0.9807,640.8409,1.8486,0.0473,2.3504,7.242,-0.018,158.901,58.7,0.1096,15.91,96.9378,3.1248,2.631,15.88,0.485,-3.6564,0.9,6.6914,0.0012,3002.27,85.3498,-3641.5,-0.0001,1.5007
47.7554,0.0694,0.4982,2.2936,0.0049,0.8207,620.9409,4.6347,-0.4731,5.4284,6.8634,0.0,18.1585,136.5,0.1096,16.04,53.0074,3.591,2.671,16.03,0.107,18.3936,1.4,5.1588,0.0022,2884.74,85.0922,-2069.0,0.0,1.234
46.0845,0.0328,0.5032,2.3326,0.0057,0.6083,618.9891,4.4977,0.0946,5.1884,7.5351,0.0,21.6235,136.6,0.1096,15.73,116.9855,4.1499,2.955,15.7,0.094,15.3536,0.9,5.7899,0.0016,3010.41,84.0432,-1949.5,0.0,0.9126
54.2649,0.0568,0.5012,2.2931,0.0032,0.9837,616.7164,5.3092,-0.615,6.082,7.1955,-0.0457,161.5291,148.8,0.1096,16.04,88.5181,2.9999,2.685,16.01,0.136,2.9964,0.8,5.196,0.0015,2979.74,85.0716,-1975.75,-0.0002,1.492
44.5725,0.0971,0.5069,2.2887,0.0031,0.8671,631.2591,4.7207,-0.0473,4.4868,7.4824,0.0385,37.4986,117.0,0.1096,15.99,90.9661,4.2709,3.002,16.05,0.365,17.3873,1.1,4.4239,0.0019,2988.99,84.3324,-4466.5,-0.0005,1.3301
68.2654,0.0962,0.5036,2.2931,0.0044,1.013,629.91,4.447,-0.615,8.7145,7.0038,0.1019,48.3466,211.9,0.1096,16.04,104.03,2.9999,2.685,16.01,0.112,13.1136,0.6,4.1865,0.0017,2972.78,84.7166,-4005.0,-0.0001,1.537
55.1959,0.1125,0.5019,2.3397,0.0058,0.6791,621.0227,5.5905,-0.0473,5.5949,6.9338,-0.0849,44.8078,141.5,0.1096,15.96,82.6463,2.9624,3.124,15.93,0.32,14.7073,1.2,6.2102,0.0018,2981.85,85.6039,-3793.25,-0.0002,1.0182
70.0541,0.0928,0.4981,2.2887,0.0053,0.8605,618.6836,7.7624,-0.0473,7.4788,7.0303,0.0336,30.2939,186.2,0.1096,15.99,106.4904,4.2709,3.002,16.05,0.516,29.5109,1.6,4.6253,0.0016,2975.88,101.9072,-3717.0,0.0,1.2874
64.7419,0.0789,0.5033,2.2931,0.0058,0.6817,621.2864,7.6211,-0.615,8.1128,7.1925,-0.0799,41.2985,202.2,0.1096,16.04,81.4344,2.9999,2.685,16.01,0.286,13.1482,0.4,5.8491,0.0018,3058.61,83.9737,-4835.25,-0.0003,1.0222
17.066,0.0585,0.4967,2.3416,0.006,0.8611,612.82,2.7566,0.0946,2.064,7.5067,-0.0648,256.6174,52.1,0.1096,15.85,107.3415,2.8073,2.947,15.87,0.465,-3.3864,1.4,5.3701,0.0019,3047.19,86.3472,114.0,-0.0002,1.3035
68.2815,0.1273,0.4992,2.3416,0.006,0.9636,611.83,7.3391,0.0946,6.5385,7.6194,-0.0408,54.5004,167.8,0.1096,15.85,60.3474,2.8073,2.947,15.87,0.096,4.4036,0.6,4.6444,0.0011,2981.31,85.6591,-1993.75,-0.0004,1.4625
41.549,0.0971,0.5037,2.3397,0.0031,0.8671,638.8782,5.5874,-0.0473,4.9478,6.4802,-0.052,40.8611,121.6,0.1096,15.96,96.7791,2.9624,3.124,15.93,0.091,17.5473,0.5,4.6263,0.0026,2963.83,84.3324,-3892.75,-0.0005,1.3301
46.4432,0.073,0.5013,2.3416,0.0053,0.9168,618.0982,3.907,0.0946,5.5543,7.4605,-0.0706,59.4595,137.6,0.1096,15.85,84.6222,2.8073,2.947,15.87,0.281,-10.1245,1.4,4.5125,0.0018,3040.72,85.2487,-3683.0,-0.0001,1.4063
41.2456,0.1125,0.5032,2.3397,0.003,0.6791,630.7564,4.7567,-0.0473,4.7599,7.5625,0.0146,47.3595,116.4,0.1096,15.96,85.9973,2.9624,3.124,15.93,0.086,13.9782,0.9,4.5344,0.0024,2989.47,85.6039,-1016.25,0.0,1.0182
77.8077,0.1125,0.5073,2.3397,0.0031,0.6791,620.7518,8.2944,-0.0473,9.9719,7.6973,-0.0505,51.1524,229.6,0.1096,15.96,100.4135,2.9624,3.124,15.93,0.202,13.4891,0.8,5.9735,0.0017,2981.54,85.6039,-3352.75,-0.0003,1.0182
37.4513,0.1175,0.5022,2.3397,0.0031,0.9677,627.26,4.5164,-0.0473,3.8667,7.033,0.0446,13.4523,98.3,0.1096,15.96,102.9999,2.9624,3.124,15.93,0.347,24.9027,1.2,4.0902,0.0016,2958.09,84.7569,-4939.75,0.0005,1.4698
48.1604,0.0928,0.5012,2.3326,0.0047,0.8605,615.4873,5.1206,-1.108,5.0856,7.7532,0.0398,40.0023,128.7,0.1096,16.01,94.9532,2.3121,3.148,15.96,0.259,23.4736,1.0,5.4109,0.0016,3017.21,101.9072,-5267.0,-0.0002,1.2874
34.7118,0.0557,0.5068,2.3397,0.003,0.7343,632.2182,4.2503,-0.0473,3.6493,7.7702,-0.0636,25.939,92.9,0.1096,15.96,122.4017,2.9624,3.124,15.93,0.626,15.1509,1.8,4.1708,0.0022,2962.14,84.6216,-1465.75,-0.0001,1.1063
31.6584,0.1242,0.4976,2.3416,0.0058,0.8722,607.1155,2.7543,0.0946,4.08,7.4508,-0.0287,230.5119,102.7,0.1096,15.85,61.1648,2.8073,2.947,15.87,0.517,-2.6636,0.6,5.8979,0.0007,3017.1,85.0724,-3861.0,0.0,1.3348
16.9423,0.0427,0.5014,2.3416,0.0058,0.7314,607.6555,2.7009,0.0946,2.137,7.3781,-0.0409,200.5166,53.5,0.1096,15.85,112.0767,2.8073,2.947,15.87,0.425,-2.4636,1.4,4.9579,0.0018,3021.26,85.6626,-6443.0,-0.0003,1.098
70.6028,0.1371,0.4947,2.3006,0.0046,1.0308,634.2891,7.3858,-1.204,6.6941,6.987,-0.0478,82.4805,184.0,0.1096,15.95,77.8418,1.4153,2.734,16.1,0.413,19.3136,1.8,4.2384,0.0014,3000.36,84.1874,-5006.25,-0.0001,1.5558
40.326,0.0557,0.5009,2.3248,0.0033,0.7343,605.4255,3.8881,-0.4258,3.9748,7.53,-0.0049,42.0252,99.0,0.1096,15.9,99.3956,2.6861,2.622,15.83,0.105,8.3045,0.7,5.5408,0.0019,3047.78,84.6216,-3016.0,-0.0001,1.1063
49.3298,0.1371,0.5018,2.3248,0.0033,1.0308,597.61,3.4468,-0.4258,6.0051,8.0515,-0.0483,209.3439,146.9,0.1096,15.9,100.634,2.6861,2.622,15.83,0.393,5.03,1.1,5.3607,0.0021,2912.87,84.1874,-4311.75,-0.0003,1.5558
56.5652,0.0328,0.5035,2.3179,0.0033,0.6083,607.94,4.9344,0.0946,5.7806,6.7359,0.0276,56.3064,143.1,0.1096,15.92,147.8869,2.0536,2.564,15.9,0.128,12.0945,1.2,5.1749,0.001,3076.38,84.0432,-2015.25,0.0,0.9126
60.986,0.0694,0.4976,2.3179,0.0033,0.8207,623.1345,7.1728,0.0946,6.1828,7.4648,-0.032,40.9296,172.4,0.1096,15.92,153.2611,2.0536,2.564,15.9,0.077,23.1373,1.0,4.9516,0.0012,3055.97,85.0922,-2924.75,-0.0002,1.234
85.0263,0.0928,0.4976,2.3326,0.0047,0.8605,618.6736,5.4483,-1.108,10.8272,7.2666,0.2263,37.9421,254.0,0.1096,16.01,59.0026,2.3121,3.148,15.96,0.315,25.0382,0.7,4.7265,0.003,2993.59,101.9072,-3525.5,-0.0004,1.2874
45.3961,0.1666,0.4972,2.3248,0.0046,0.9184,613.8827,3.709,-0.4258,5.0909,7.4486,0.0126,28.6561,129.0,0.1096,15.9,156.4061,2.6861,2.622,15.83,0.394,23.3109,1.1,5.1077,0.0005,2946.86,84.3585,-3990.5,-0.0006,1.3927
64.5401,0.0928,0.5026,2.3248,0.0038,0.8605,613.2182,8.4899,-0.4258,7.3608,7.9217,-0.0055,21.2478,180.1,0.1096,15.9,116.6541,2.6861,2.622,15.83,0.398,23.9555,1.3,5.5385,0.0013,2942.31,101.9072,-4299.25,-0.0003,1.2874
57.1555,0.0328,0.4943,2.3237,0.005,0.6083,610.4073,5.1952,-0.1419,5.9162,7.5581,-0.0171,26.0402,149.1,0.1096,15.85,122.3314,3.4441,2.598,15.82,0.132,21.39,0.8,4.665,0.002,2993.14,84.0432,-1948.75,0.0003,0.9126
53.6918,0.1371,0.4987,2.3237,0.0033,1.0308,603.6827,4.1927,-0.1419,6.5673,8.0003,-0.0712,0.0,162.0,0.1096,15.85,124.6765,3.4441,2.598,15.82,0.322,1.5882,1.1,5.5737,0.0019,2938.41,84.1874,-3583.25,-0.0005,1.5558
22.0568,0.1273,0.5036,2.3179,0.0038,0.9636,616.1764,3.5665,0.0946,2.3105,7.0135,0.0297,828.6863,57.4,0.1096,15.92,112.7041,2.0536,2.564,15.9,0.363,0.6782,0.7,4.3439,0.0014,3058.98,85.6591,-3817.0,-0.0002,1.4625
59.5037,0.0392,0.4967,2.3179,0.005,0.6609,608.1282,4.1417,0.0946,7.8259,7.4081,-0.0253,48.39,187.7,0.1096,15.92,100.7571,2.0536,2.564,15.9,0.096,20.0455,0.7,5.3269,0.0045,2950.46,85.1197,-3237.5,-0.0003,0.9929
68.0487,0.0392,0.5,2.3179,0.0033,0.6609,614.0282,6.5522,0.0946,6.4489,7.2656,0.0128,42.3358,181.2,0.1096,15.92,70.4414,2.0536,2.564,15.9,0.274,21.8964,1.2,5.4366,0.0011,3060.03,85.1197,-4881.75,-0.0005,0.9929
52.3961,0.1583,0.503,2.3417,0.0027,0.7153,613.17,5.4206,0.0473,5.1794,7.2613,0.0288,21.8086,133.1,0.1096,15.84,116.7103,4.4329,2.559,15.81,0.355,22.8809,1.0,5.6503,0.0015,2983.09,85.794,-4369.5,0.0001,1.0851
49.0014,0.0328,0.5048,2.3237,0.005,0.6083,595.3218,5.9879,-0.1419,5.2861,7.4219,-0.2292,542.2647,136.7,0.1096,15.85,102.3887,3.4441,2.598,15.82,0.065,2.5209,0.8,5.1458,0.002,2935.94,84.0432,-950.75,-0.0002,0.9126
52.8454,0.0392,0.5049,2.3351,0.0032,0.6609,621.2836,5.5191,-0.615,6.7316,7.2863,-0.0312,38.1126,160.8,0.1096,15.7,67.8394,2.6061,2.529,15.71,0.1,15.9527,0.7,6.4035,0.0011,3004.09,85.1197,-3017.75,-0.0005,0.9929
45.5751,0.0856,0.4997,2.4132,0.006,1.0181,611.5773,5.0054,0.1892,5.2836,7.3475,-0.092,314.8901,131.1,0.1096,15.77,121.1917,3.2428,2.855,15.72,0.45,-1.6545,0.9,5.5012,0.0017,3020.76,84.9052,-4189.75,-0.0003,1.5683
74.4596,0.1371,0.5039,2.4153,0.0027,1.0308,600.7445,7.3601,0.0,8.4883,6.9888,-0.0245,121.0846,228.7,0.1096,15.75,170.6206,2.7987,2.837,15.68,0.372,6.7391,1.3,6.0092,0.0012,3042.08,84.1874,-2636.0,0.0,1.5558
53.8764,0.1125,0.507,2.3903,0.0073,0.6791,626.81,5.9189,0.0473,6.2236,8.0836,0.0,93.1087,158.2,0.1096,15.71,88.7808,4.6053,2.83,15.73,0.074,13.8118,1.3,4.3153,0.0021,3000.56,85.6039,-1942.75,0.0,1.0182
56.7312,0.1583,0.5053,2.3903,0.0027,0.7153,611.3773,6.1099,0.0473,6.3374,7.3931,0.0,20.4684,157.4,0.1096,15.71,66.4086,4.6053,2.83,15.73,0.457,18.3209,1.1,5.115,0.0011,2990.22,85.794,-5157.25,0.0,1.0851
72.0968,0.0372,0.4984,2.4035,0.0056,0.8008,608.3618,6.0763,0.3311,7.9469,6.9447,-0.0302,26.0053,198.1,0.1096,15.78,118.2232,3.5677,2.799,15.76,0.44,16.4582,1.0,5.2632,0.0017,3016.64,85.8965,-3612.75,-0.0005,1.2054
41.2671,0.1666,0.497,2.3221,0.003,0.9184,608.1364,7.4584,0.0,5.306,6.2299,0.0014,32.2873,130.6,0.1096,15.88,74.9925,3.1316,2.713,15.83,0.382,18.8309,1.2,5.9995,0.0012,2847.81,84.3585,-4495.75,-0.0001,1.3927
50.8324,0.0753,0.5001,2.3221,0.003,0.6378,613.01,4.1168,0.0,5.729,7.2554,-0.0109,35.4545,143.7,0.1096,15.88,68.6985,3.1316,2.713,15.83,0.407,19.8,1.1,5.3492,0.0015,2975.64,83.8746,-522.75,-0.0002,0.9577
60.4413,0.0789,0.5001,2.3221,0.0056,0.6817,620.7982,5.528,0.0,5.5834,7.1922,0.0,127.8054,150.9,0.1096,15.88,77.8371,3.1316,2.713,15.83,0.329,11.6818,1.6,4.3109,0.0017,3066.19,83.9737,-4444.25,0.0,1.0222
52.244,0.1583,0.4953,2.3221,0.0073,0.7153,611.83,5.7877,0.0,4.9965,7.1549,0.0,10.6532,128.2,0.1096,15.88,127.7417,3.1316,2.713,15.83,0.471,22.4345,1.7,4.9353,0.002,2873.35,85.794,-4388.25,0.0,1.0851
69.4497,0.0811,0.4969,2.3221,0.0056,0.8667,616.6455,2.0328,0.0,8.8999,8.4535,0.0,22.8985,206.1,0.1096,15.88,125.887,3.1316,2.713,15.83,0.428,17.1627,0.9,4.6734,0.0013,3045.03,85.324,-5129.3333,0.0,1.3073
45.3288,0.1583,0.5022,2.3403,0.0051,0.7153,613.8764,2.4788,-0.3311,5.3715,6.9996,-0.0274,16.9303,127.6,0.1096,15.76,101.6145,4.1601,3.198,15.74,0.682,25.4573,0.8,4.7397,0.0016,3090.18,85.794,-4707.0,-0.0002,1.0851
38.8906,0.0328,0.5001,2.3532,0.0051,0.6083,606.8355,4.3405,0.0473,4.0258,7.7836,0.0211,18.2474,105.6,0.1096,15.83,65.5573,4.0441,2.914,15.83,0.047,20.5509,0.6,4.9899,0.0018,2955.85,84.0432,-2030.25,0.0002,0.9126
43.6834,0.0962,0.498,2.3403,0.0073,1.013,609.9064,6.2337,-0.3311,5.0322,7.9927,0.0244,27.405,122.0,0.1096,15.76,136.2871,4.1601,3.198,15.74,0.308,18.6827,0.8,5.7303,0.0016,3006.23,84.7166,-3603.0,0.0,1.537
55.9162,0.1125,0.4958,2.3532,0.0051,0.6791,619.2591,6.2839,0.0473,6.809,7.2452,0.0248,18.8238,169.7,0.1096,15.83,76.2786,4.0441,2.914,15.83,0.315,17.6373,0.5,5.2115,0.0013,2999.72,85.6039,-4424.3333,-0.0005,1.0182
41.9652,0.0519,0.5032,2.3313,0.0037,0.6695,613.6809,6.869,0.8042,5.831,7.951,0.0939,67.3075,145.8,0.1096,15.91,141.2291,4.6056,2.951,15.87,0.09,24.3509,0.9,4.4431,0.0013,2918.9,85.2575,-6147.0,-0.0002,1.0042
46.4238,0.0392,0.4977,2.3313,0.0051,0.6609,622.63,5.2425,0.8042,4.8249,7.1037,0.0599,128.4121,120.9,0.1096,15.91,213.0178,4.6056,2.951,15.87,0.275,12.0627,0.8,3.8954,0.002,2926.07,85.1197,-2543.0,-0.0002,0.9929
37.8865,0.0557,0.4961,2.3532,0.0037,0.7343,622.8191,6.6273,0.0473,4.3626,6.8125,0.0762,47.5705,109.1,0.1096,15.83,69.1443,4.0441,2.914,15.83,0.109,9.5227,1.1,3.9957,0.001,3032.89,84.6216,-3931.25,-0.0001,1.1063
61.908,0.1666,0.4959,2.3403,0.0056,0.9184,612.3109,6.823,-0.3311,6.7819,7.1424,0.0354,18.6263,171.7,0.1096,15.76,49.1996,4.1601,3.198,15.74,0.551,22.9245,1.0,4.746,0.002,2865.31,84.3585,-3780.5,-0.0001,1.3927
51.0084,0.0392,0.5011,2.3313,0.0037,0.6609,624.5064,5.6552,0.8042,4.5756,7.1211,0.0246,182.0299,116.1,0.1096,15.91,66.7519,4.6056,2.951,15.87,0.3,9.3336,0.8,4.49,0.0011,2855.8,85.1197,-3513.5,-0.0002,0.9929
42.1024,0.1371,0.4984,2.3415,0.0056,1.0308,629.4655,3.969,-0.4731,5.2733,7.6406,0.0717,111.9698,127.5,0.1096,15.9,87.7436,5.9714,2.692,15.83,0.289,12.5391,1.1,4.3171,0.0014,2930.22,84.1874,-3731.5,-0.0008,1.5558
52.1789,0.0753,0.4955,2.3348,0.006,0.6378,603.5291,3.8526,0.0,5.6661,7.5321,0.0,60.3335,141.8,0.1096,15.84,134.9359,5.0666,2.642,15.78,0.282,12.4309,1.0,5.3995,0.0012,2971.99,83.8746,-3914.75,0.0,0.9577
35.9635,0.0767,0.5003,2.3415,0.003,0.8603,620.4782,6.1417,-0.4731,4.9637,7.7359,0.0128,25.5278,122.1,0.1096,15.9,89.6425,5.9714,2.692,15.83,0.202,28.6355,1.0,5.2164,0.0012,2940.53,85.4579,-4019.25,-0.0004,1.3016
46.4735,0.0392,0.4986,2.3532,0.0056,0.6609,619.6709,6.1788,0.0473,5.564,6.8303,-0.0117,68.333,139.3,0.1096,15.83,74.1779,4.0441,2.914,15.83,0.087,8.6927,0.6,4.1082,0.0018,2916.41,85.1197,-3000.75,-0.0003,0.9929
13.3636,0.0971,0.5043,2.3415,0.0043,0.8671,605.5045,2.8875,-0.4731,1.7193,8.0154,0.0251,87.0802,44.1,0.1096,15.9,150.8941,5.9714,2.692,15.83,0.434,-5.3055,0.6,5.2837,0.0008,3047.67,84.3324,-3947.5,-0.0002,1.3301
18.604,0.1131,0.5032,2.3415,0.0043,0.8816,602.0091,3.215,-0.4731,2.4241,7.0341,0.0205,104.6966,66.4,0.1096,15.9,104.8907,5.9714,2.692,15.83,0.662,-8.7491,1.6,4.8942,0.0007,3082.45,84.8723,-3797.5,0.0,1.3492
11.3213,0.0773,0.4944,2.3592,0.0042,0.7352,613.0836,2.6191,0.0,1.5177,7.2375,0.0302,35.1112,40.3,0.1096,15.78,165.8018,3.3889,2.66,15.74,0.162,26.6582,0.8,5.2537,0.0007,3088.82,84.8178,-6000.5,0.0,1.1148
10.0285,0.0773,0.4981,2.3592,0.0036,0.7352,615.8845,2.5789,0.0,1.2638,7.0558,0.0137,19.1247,32.0,0.1096,15.78,147.112,3.3889,2.66,15.74,0.358,28.7064,0.6,6.8114,0.0014,3090.42,84.8178,-3929.0,-0.0001,1.1148
36.2012,0.1044,0.4962,2.3592,0.0036,0.7643,626.0173,3.0537,0.0,4.9371,6.0182,-0.0288,19.3463,124.4,0.1096,15.78,119.7145,3.3889,2.66,15.74,0.264,28.1191,1.5,5.2147,0.0019,3029.16,85.4507,-3992.25,-0.0003,1.1629
28.6872,0.0568,0.5003,2.3403,0.0046,0.9837,618.0136,3.5387,-0.3311,3.3563,7.8804,-0.1195,33.2284,85.5,0.1096,15.76,80.4393,4.1601,3.198,15.74,0.135,8.6673,0.7,4.6593,0.0018,3040.63,85.0716,-1938.5,-0.0001,1.492
13.0903,0.0427,0.5007,2.3532,0.0056,0.7314,611.5009,2.4672,0.0473,1.6627,6.3517,0.0183,265.9112,40.7,0.1096,15.83,53.5658,4.0441,2.914,15.83,0.442,3.8509,1.4,5.469,0.0024,3039.93,85.6626,-1260.0,-0.0002,1.098
55.5934,0.1125,0.4996,2.3532,0.0051,0.6791,631.4736,5.4137,0.0473,5.849,6.3328,0.0132,68.5174,144.3,0.1096,15.83,47.4598,4.0441,2.914,15.83,0.073,11.5591,1.0,4.1373,0.0018,2992.4,85.6039,-1941.5,0.0,1.0182
30.3511,0.0773,0.4998,2.3596,0.0036,0.7352,620.8382,2.5711,0.0473,3.4599,7.2876,0.0516,32.8258,84.9,0.1096,15.79,64.7218,5.1125,2.643,15.76,0.333,28.4227,1.4,5.2979,0.0017,3049.31,84.8178,-4426.75,0.0,1.1148
69.6508,0.1044,0.4955,2.3596,0.0042,0.7643,617.4573,6.2826,0.0473,7.3722,8.5895,0.0807,40.0037,187.1,0.1096,15.79,70.4645,5.1125,2.643,15.76,0.166,24.4727,1.1,5.7258,0.0016,3011.49,85.4507,-3761.0,0.0001,1.1629
61.8203,0.0694,0.5012,2.3592,0.0037,0.8207,596.9264,5.1044,0.0,6.457,7.384,-0.0413,401.204,164.3,0.1096,15.78,89.5078,3.3889,2.66,15.74,0.064,5.1345,0.9,5.3251,0.0017,2913.15,85.0922,-915.5,0.0,1.234
17.873,0.0773,0.4924,2.3596,0.0036,0.7352,621.5145,2.6232,0.0473,2.0302,7.8344,0.0419,42.9728,51.3,0.1096,15.79,64.5786,5.1125,2.643,15.76,0.123,24.8064,0.9,7.6145,0.001,3080.26,84.8178,-3894.0,-0.0002,1.1148
38.8917,0.1044,0.4988,2.362,0.0039,0.7643,612.2727,2.5826,0.1419,4.5467,7.2146,0.0272,29.6182,110.9,0.1096,15.7,96.4908,3.0244,2.593,15.66,0.117,27.6182,0.8,4.9451,0.0012,3070.5,85.4507,-3754.25,0.0001,1.1629
42.0083,0.0519,0.4977,2.3712,0.0073,0.6695,622.3855,2.7129,0.7569,4.9701,8.3549,0.0576,27.32,125.4,0.1096,15.75,61.2596,3.1537,2.746,15.68,0.162,29.0264,0.9,4.6683,0.0008,3000.46,85.2575,-3507.75,0.0,1.0042
47.0601,0.0915,0.5033,2.3712,0.0063,0.6467,617.0082,8.0334,0.7569,6.2573,7.0435,0.0207,26.9452,152.3,0.1096,15.75,79.2796,3.1537,2.746,15.68,0.236,24.8282,0.9,4.1939,0.0012,2831.91,84.5407,-6809.0,0.0,0.9692
42.8075,0.0519,0.5021,2.3712,0.0063,0.6695,618.9864,2.3635,0.7569,5.3042,7.9712,0.069,24.4629,131.5,0.1096,15.75,98.5218,3.1537,2.746,15.68,0.448,27.7155,1.3,4.2139,0.0009,3054.78,85.2575,-4319.5,-0.0002,1.0042
42.2246,0.0915,0.5045,2.3596,0.0063,0.6467,621.1409,3.4242,0.0473,5.1464,7.4798,0.0505,32.0352,123.3,0.1096,15.79,77.9093,5.1125,2.643,15.76,0.135,23.7864,0.6,4.8339,0.0012,3086.88,84.5407,-5798.5,0.0009,0.9692
53.6418,0.0971,0.4971,2.3756,0.0052,0.8671,613.6064,4.4381,-0.1419,7.6261,7.8443,0.1126,47.0388,185.9,0.1096,15.72,96.2276,3.4953,2.931,15.64,0.351,20.6,1.3,5.5196,0.0021,2913.42,84.3324,-3898.75,-0.0002,1.3301
